1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,5537WTRCXX48VAL,110071732294,TORO CO,4800 S VALLEY INDUSTRIAL BLVD,SHAKOPEE,SCOTT,MN,55379,,,44.791444,-93.458716,NAD83,TORO CO,006477400,TTM TECHNOLOGIES INC,NA,,NA,NO,333,Machinery,,,,,,,333112,,,,,,1323222181986,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,151792.000,0.000,0.000,0.000,151792.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,151792.000,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,151792.000,0.000,0.000,151795.000,,PRODUCTION,1.000
2023,5541WMRSHL261MA,110070291602,95176 - HOLCIM - MWR INC. MINNEAPOLIS NORTH RMX,2610 MARSHALL ST NE,MINNEAPOLIS,HENNEPIN,MN,55418,,,45.015680,-93.272110,NAD83,HOLCIM PARTICIPATIONS (US),081260273,HOLCIM PARTICIPATIONS (US) INC,HOLCIM LTD.,NA,HOLCIM LTD,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1323221864578,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.300,0.000,2.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.300,0.000,0.000,2.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.300,,PRODUCTION,0.730
2023,55379CRTNT3303E,110000768312,CERTAINTEED SHAKOPEE,3303 E 4TH AVE,SHAKOPEE,SCOTT,MN,55379,,,44.797500,-93.477370,NAD83,SAINT-GOBAIN CORP,879321644,SAINT-GOBAIN CORP,COMPAGNIE DE SAINT GOBAIN,275133692,COMPAGNIE DE SAINT GOBAIN SA,NO,324,Petroleum,,,,,,,324122,,,,,,1323221940909,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,14.840,0.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.250,0.000,0.000,15.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.250,,PRODUCTION,0.990
2023,55435MGNTC7801C,110000426110,SEAGATE TECHNOLOGY,7801 COMPUTER AVE,BLOOMINGTON,HENNEPIN,MN,55435,,,44.861050,-93.345670,NAD83,NA,,SEAGATE TECHNOLOGY (US) HOLDINGS INC,NA,,SEAGATE TECHNOLOGY HOLDINGS PLC,NO,334,Computers and Electronic Products,,,,,,,334112,,,,,,1323222169551,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007664939,7664-93-9,152405,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16780.000,0.000,16780.000,,PRODUCTION,0.910
2023,55121GPHRS3385S,110064107461,GOPHER RESOURCE LLC,685 YANKEE DOODLE RD,EAGAN,DAKOTA,MN,55121,,,44.833480,-93.119970,NAD83,NA,,GOPHER RESOURCE LLC,NA,,NA,NO,331,Primary Metals,,,,,,,331492,,,,,,1323221854185,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,24.720,450.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,474.860,24.920,0.000,24.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1249806.050,70282.860,0.000,0.000,0.000,0.000,0.000,1320113.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1320113.830,1320588.690,0.000,0.000,474.860,1320113.830,0.000,0.000,0.000,61290238.100,0.000,0.000,0.000,62610826.790,,PRODUCTION,1.030
2023,55396HRTLNHWY19,110038158524,HEARTLAND CORN PRODUCTS,53331 STATE HIGHWAY 19 EAST,WINTHROP,SIBLEY,MN,55396,,,44.541944,-94.341667,NAD83,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1323222015190,Benzene,NO,0000071432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,55413PRSPC1225W,110001319485,PROSPECT FOUNDRY LLC,1225 WINTERS ST NE,MINNEAPOLIS,HENNEPIN,MN,55413,,,44.993280,-93.233830,NAD83,NA,,NA,NA,,NA,NO,331,Primary Metals,,,,,,,331511,,,,,,1323222204164,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.374,0.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.614,0.060,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,24.060,0.000,0.000,0.000,0.000,6.600,6.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.660,24.674,0.000,0.000,0.614,24.000,0.060,0.000,0.000,0.000,6.600,0.000,0.000,31.274,,PRODUCTION,0.600
2023,5581WHRLSY4418H,110038876703,HIREL SYSTEMS LLC,4418 HAINES RD,DULUTH,ST LOUIS,MN,55811,,,46.832810,-92.174810,NAD83,VISHAY INTERTECHNOLOGY INC,117453598,VISHAY INTERTECHNOLOGY INC,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334416,,,,,,1323221809926,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,1.300
2023,55987NTDMC1200W,110000426637,ALLIANT CASTINGS,1200 W 3RD ST,WINONA,WINONA,MN,55987,,,44.055830,-91.668870,NAD83,UNITED MACHINE & FOUNDRY,NA,UNITED MACHINE & FOUNDRY,NA,,NA,NO,331,Primary Metals,,,,,,,331511,,,,,,1323221744168,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.000,0.000,0.000,0.000,0.000,0.000,0.000,97.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.000,97.028,0.000,0.000,0.028,97.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.028,,PRODUCTION,0.930
2023,55379CRTNT3303E,110000768312,CERTAINTEED SHAKOPEE,3303 E 4TH AVE,SHAKOPEE,SCOTT,MN,55379,,,44.797500,-93.477370,NAD83,SAINT-GOBAIN CORP,879321644,SAINT-GOBAIN CORP,COMPAGNIE DE SAINT GOBAIN,275133692,COMPAGNIE DE SAINT GOBAIN SA,NO,324,Petroleum,,,,,,,324122,,,,,,1323221941608,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0.000,0.811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,265.672,0.000,0.000,0.000,0.000,0.000,0.000,265.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,265.672,266.483,0.000,0.000,0.811,265.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,266.483,,PRODUCTION,0.990
2023,55112CNTRL2299C,110039636141,CENTRAL SANDBLASTING,2299 COUNTY RD H,NEW BRIGHTON,RAMSEY,MN,55112,,,45.050080,-93.216488,NAD83,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1323221893009,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1772.000,15946.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17718.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17718.000,0.000,0.000,17718.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17718.000,,PRODUCTION,1.190
2023,55303FDRLH900EH,110056963727,FEDERAL CARTRIDGE CO,900 EHLEN DR,ANOKA,ANOKA,MN,55303,,,45.200458,-93.374494,NAD83,VISTA OUTDOOR INC,079728394,VISTA OUTDOOR INC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332992,,,,,,1323222181594,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,56187CNTNTHWY60,110000594722,HUBBARD FEEDS INC,HWY 60 N,WORTHINGTON,NOBLES,MN,56187,,,43.638090,-95.565140,NAD83,ALLTECH INC,037853744,ALLTECH INC,NA,,NA,NO,311,Food,,,,,,,311119,,,,,,1323221696089,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,56098CRNPL7116T,110000426995,GREENFIELD GLOBAL WINNEBAGO LLC,711 6TH AVE SE,WINNEBAGO,FARIBAULT,MN,56098,,,43.763198,-94.151226,NAD83,NA,,GREENFIELD GLOBAL USA HOLDINGS INC,NA,,GREENFIELD GLOBAL INC,NO,325,Chemicals,,,,,,,325193,,,,,,1323222318596,Cyclohexane,NO,0000110827,110-82-7,27003,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,55021CRWNCPOBOX,110040867327,CROWN AEROSOL PACKAGING,4TH ST & PARK AVE,FARIBAULT,RICE,MN,55021,,,44.291720,-93.292820,NAD83,CROWN HOLDINGS INC,002282341,CROWN HOLDINGS INC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332431,,,,,,1323221695760,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,706.000,349.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1055.000,0.000,0.000,1055.000,0.000,0.000,0.000,0.000,0.000,0.000,6005.000,0.000,7060.000,,PRODUCTION,0.560
2023,5602WHNCCK31FUR,110003931684,NORTH AMERICAN PIPE & PRECAST,301 FOURTH STREET,COURTLAND,NICOLLET,MN,56021,,,44.267434,-94.341861,NAD83,CRH AMERICAS INC,037176591,CRH AMERICAS INC,CRH PLC,NA,CRH PUBLIC LTD CO,NO,327,Nonmetallic Mineral Product,,,,,,,327390,,,,,,1323221923055,Mercury compounds,NO,N458,N458,650028,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.200,,PRODUCTION,1.060
2023,55427LBRCT900ME,110008817913,LUBRICATION TECHNOLOGIES INC,900 MENDELSSOHN AVE N,GOLDEN VALLEY,HENNEPIN,MN,55427,,,44.988500,-93.400380,NAD83,LUBRICATION TECHNOLOGIES INC,NA,LUBRICATION TECHNOLOGIES INC,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1323221724786,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,5544WSCLCR1355I,110003755641,SEACOLE-CRC LLC,13505 INDUSTRIAL PARK BOULEVARD,PLYMOUTH,HENNEPIN,MN,55441,,,45.002390,-93.452490,NAD83,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325320,,,,,,1323221996299,Sodium nitrite,NO,0007632000,7632-00-0,152058,NO,TRI,NO,Individually-listed compounds that contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,5657WJNNTR35EMA,110068375751,JENNIE-O TURKEY STORE INC - PERHAM FEED MILL,305 E MAIN ST,PERHAM,OTTER TAIL,MN,56573,,,46.592894,-95.570510,NAD83,HORMEL FOODS CORP,006147383,HORMEL FOODS CORP,NA,,NA,NO,311,Food,,,,,,,311119,,,,,,1323221885128,Formaldehyde,NO,0000050000,50-00-0,1008,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,56701RCTCN600BR,110054843675,ARCTIC CAT INC.,601 BROOKS AVE S,THIEF RIVER FALLS,PENNINGTON,MN,56701,,,48.112900,-96.191081,NAD83,TEXTRON SPECIALIZED VEHICLES,142561500,TEXTRON INC,NA,,NA,NO,336,Transportation Equipment,,,,,,,336999,,,,,,1323221885989,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,17810.000,17810.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17810.300,0.300,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,17810.000,0.000,0.000,17810.300,,PRODUCTION,1.350
2023,55425CYPRS2401E,110000425807,SKYWATER TECHNOLOGY FOUNDRY INC,2401 E 86TH ST,BLOOMINGTON,HENNEPIN,MN,55425,,,44.847860,-93.237450,NAD83,NA,,SKYWATER TECHNOLOGY INC,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334413,,,,,,1323222321933,Perfluorodecanoic acid,NO,0000335762,335-76-2,42887,NO,TRI,NO,Non_Metal,NO,NO,YES,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,0.840
2023,55112BLLLM7781S,110000424292,BELL LUMBER & POLE CO.,778 1ST ST NW,NEW BRIGHTON,RAMSEY,MN,55112,,,45.051090,-93.196850,NAD83,NA,,BELL LUMBER & POLE CO,NA,,NA,NO,321,Wood Products,,,,,,,321114,,,,,,1323222243507,Pentachlorophenol,NO,0000087865,87-86-5,11437,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,4.000,2.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.853,0.617,1.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,401.000,0.000,0.000,0.000,0.000,401.617,0.000,402.470,9.853,0.000,0.000,9.000,0.494,0.039,0.000,0.000,776.000,0.000,174.000,401.377,1360.910,0.560,PRODUCTION,1.090
2023,5631WCLMBG53CUN,110006048721,COLUMBIA GEAR CORP,530 COUNTY RD 50,AVON,STEARNS,MN,56310,,,45.604872,-94.442481,NAD83,NA,,NA,NA,,NA,NO,333,Machinery,,,,,,,333612,,,,,,1323221695998,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,156.000,0.000,0.000,0.000,0.000,0.000,0.000,156.000,0.000,46146.000,0.000,0.000,0.000,46146.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46302.000,157.000,0.000,0.000,1.000,156.000,0.000,0.000,0.000,0.000,46146.000,0.000,0.000,46303.000,,PRODUCTION,0.990
